athlete,title,description,url,publish_date
Ahmed Hassan,Two girls injured in wheelie incident; two youths in police custody,"Two girl students were seriously injured while two youths were doing a wheelie, at Sahyadri Circle in Hassan on Wednesday night.  Two people - Shakeer Ahmed and a minor boy - have been taken into custody, in connection with the wheelie incident. The accused were produced before the court, and have been handed over to judicial custody, according to Superintendent of Police",https://www.deccanherald.com/state/karnataka-districts/two-girls-injured-in-wheelie-incident-two-youths-in-police-custody-1232481.html,2023-06-29T22:55:01Z
Ahmed Hassan,Outgoing Nottingham councillor says Hassan Ahmed expulsion is 'attack on democracy',"A Labour source previously said Hassan Ahmed was thrown out of the party ""following proper consideration of evidence""",https://www.nottinghampost.com/news/local-news/outgoing-nottingham-councillor-says-hassan-8382259,2023-04-24T15:19:05Z
Ahmed Hassan,The extraordinary career of Nottingham councillor Hassan Ahmed suspended three times by Labour,"Nottinghamshire Live takes a look back at Hassan Ahmed's three terms on Nottingham City Council, each of which were followed by allegations.",https://www.nottinghampost.com/news/local-news/extraordinary-career-nottingham-councillor-hassan-8367307,2023-04-19T15:16:43Z
Ahmed Hassan,Asad buried even as gangster father Atiq Ahmed fails to attend,"The body of Asad Ahmed, the 19-year old son of gangster Atiq Ahmed was buried at the Kasari Masari graveyard in Prayagraj, Uttar Pradesh, two days after he and his aide Ghulam Hassan wanted in the Umesh Pal murder case were killed in an encounter.",https://www.oneindia.com/india/asad-buried-even-as-gangster-father-atiq-ahmed-fails-to-attend-3548023.html,2023-04-15T05:34:55Z
Ahmed Hassan,Expelled Nottingham Labour councillor Hassan Ahmed says he would have challenged city council leadership,Hassan Ahmed has blasted the current leadership of Nottingham City Council after recently being thrown out of the Labour Party.,https://www.nottinghampost.com/news/local-news/expelled-nottingham-labour-councillor-hassan-8323576,2023-04-05T10:01:44Z
Michael Carrick,9 Greatest Tottenham Central Midfielders Ever (Ranked),"Tottenham have had several world-class midfielders over the years, including the likes of Luka Modric and Michael Carrick.",https://www.givemesport.com/tottenham-greatest-central-midfielders-ever-ranked/,2024-08-10T20:30:42Z
Michael Carrick,Ole Gunnar Solskjaer tips Michael Carrick as potential Manchester United manager,Erik ten Hag is under contract at Old Trafford until 2025 but his position is currently being reviewed by Sir Jim Ratcliffe and INEOS,https://www.manchestereveningnews.co.uk/sport/football/football-news/ole-gunnar-solskjaer-tipped-ex-29262614,2024-05-30T11:00:00Z
Michael Carrick,Erik ten Hag coach reveals insight on 'difficult' Man United issues and gives takeover verdict,"Eric Ramsay worked under Ole Gunnar Solskjaer, Michael Carrick, Ralf Rangnick and Erik ten Hag at Man United",https://www.manchestereveningnews.co.uk/sport/football/football-news/erik-ten-hag-manchester-united-28831646,2024-03-16T13:21:10Z
Michael Carrick,Michael Carrick reveals Tony Mowbray chat ahead of Middlesbrough's trip to Birmingham City,Birmingham City face Michael Carrick's Middlesbrough at St Andrew's tonight with interim boss Mark Venus in charge,https://www.birminghammail.co.uk/sport/football/football-news/birmingham-city-middlesbrough-carrick-mowbray-28801405,2024-03-12T11:12:56Z
Michael Carrick,Manchester United icon Michael Carrick breaks silence on Middlesbrough contract situation,Michael Carrick's current Middlesbrough contract is due to expire at the end of next season,https://www.manchestereveningnews.co.uk/sport/football/football-news/manchester-united-icon-michael-carrick-28737291,2024-03-01T16:10:30Z
Michael Carrick,"Middlesbrough vs Plymouth Argyle Live: Build-up, team news, match updates",Ian Foster's Pilgrims are in Championship action against Michael Carrick's Boro at the Riverside Stadium this afternoon,https://www.plymouthherald.co.uk/sport/football/middlesbrough-vs-plymouth-argyle-live-9117369,2024-02-24T10:09:21Z
Michael Carrick,Matt Crooks: Middlesbrough forward set for talks with club in USA,Middlesbrough boss Michael Carrick says forward Matt Crooks is going to have talks with an un-named club in the United States.,https://www.bbc.com/sport/football/68232526,2024-02-08T15:06:04Z
Michael Carrick,"""I would love to have seen how good he could become""","Morgan Rogers was Villa's big January transfer window signing, a deal which Middlesbrough manager Michael Carrick has explained",https://www.birminghammail.co.uk/sport/football/football-news/i-would-love-seen-how-28564695,2024-02-03T13:30:07Z
Michael Carrick,Morgan Rogers offers perfect Aston Villa transfer audition as Michael Carrick plays hardball,Aston Villa are in hot pursuit of Middlesbrough striker Morgan Rogers and he showcased his qualities with a goal against Chelsea on Tuesday night.,https://www.birminghammail.co.uk/sport/football/transfer-news/morgan-rogers-offers-perfect-aston-28503421,2024-01-24T13:01:05Z
Michael Carrick,Michael Carrick sends Morgan Rogers transfer message amid strong Aston Villa interest,Aston Villa are reported to have made two offers for the highly-rated winger as Middlesbrough manager Michael Carrick responds to speculation over his future,https://www.birminghammail.co.uk/sport/football/transfer-news/michael-carrick-sends-morgan-rogers-28502057,2024-01-24T10:02:55Z
Alex Ovechkin,"Drafting Dryden, Ovechkin & Last Goals","Today's Daily Hockey Trivia tests your knowledge on who drafted Ken Dryden, who tried drafting Alex Ovechkin, and a last career NHL goal.",https://thehockeywriters.com/daily-hockey-trivia-august-8-2024/,2024-08-08T20:20:00Z
Alex Ovechkin,"Wayne Gretzky, Alex Ovechkin and the Goalies They Scored On",Alex Ovechkin will continue his quest for Wayne Gretzky's NHL goal record. Here's a list of goalies both hockey icons scored on.,https://thehockeywriters.com/gretzky-ovechkin-mutual-goalies-they-scored-on/,2024-06-18T15:57:25Z
Alex Ovechkin,Capitals Number Retirement Debate: Mike Green,"Along with Alex Ovechkin, Mike Green was a significant player on the blue line for the Washington Capitals. Should his No. 52 be retired?",https://thehockeywriters.com/capitals-number-retirement-debate-mike-green/,2024-05-19T16:50:00Z
Alex Ovechkin,Alex Ovechkin and the Capitals are out. What’s next for Washington?,"After the Capitals’ Round 1 exit, the overarching question isn’t how they got here; it’s what they should do next.",https://theathletic.com/5457008/2024/04/29/nhl-playoffs-capitals-alex-ovechkin/,2024-04-29T04:00:00Z
Alex Ovechkin,Alex Ovechkin called out by Capitals coach after being non-factor against Rangers,"Alex Ovechkin has been missing in action in the first two games of the playoff series against the Rangers, who took a 2-0 lead after Tuesday’s 4-3 win at the Garden.",https://nypost.com/2024/04/24/sports/alex-ovechkin-called-out-by-capitals-coach-after-being-non-factor-against-rangers/,2024-04-24T05:36:36Z
Alex Ovechkin,How the New York Rangers have contained ‘struggling’ Alex Ovechkin,"Ovechkin is the greatest goal scorer of his generation, but the Rangers have contained the 38-year-old so far in the series.",https://theathletic.com/5440733/2024/04/24/ny-rangers-capitals-alex-ovechkin/,2024-04-24T04:00:00Z
Alex Ovechkin,"Ovechkin held off scoresheet again, Caps fall into 2-0 hole","After a Game 2 loss in which his star captain was held scoreless again, Capitals coach Spencer Carbery, facing a 2-0 series deficit after a 4-3 defeat, told reporters that Alex Ovechkin is ""struggling"" against the matchups the Rangers are presenting.",https://www.espn.com/nhl/story/_/id/40013061/ovechkin-held-scoresheet-again-caps-fall-2-0-hole,2024-04-24T03:52:00Z
Alex Ovechkin,Rangers must find way to slow down rejuvenated Alex Ovechkin,"Alex Ovechkin, at age 38 and in his 19th NHL season, is still scoring goals and remains a threat to wreck a game — and maybe an entire playoff series — for the opposition.",https://nypost.com/2024/04/21/sports/rangers-must-find-way-to-slow-down-rejuvenated-alex-ovechkin/,2024-04-21T10:36:03Z
Alex Ovechkin,"Capitals make playoffs, thank Flyers for odd open-net winner","Star forward Alex Ovechkin thanked the Philadelphia Flyers after they pulled their goalie, clearing the path for an odd, empty-net, game-winning score that clinched a playoff spot for the Washington Capitals.",https://www.upi.com/Sports_News/NHL/2024/04/17/Capitals-thank-Flyers-open-net-winner/6231713355140/,2024-04-17T13:35:00Z
Alex Ovechkin,"Alex Ovechkin is a new kind of sports celebrity, a legacy-maker that nobody wants to talk about","Hockey can’t make its problems go away by not addressing them, that philosophy is the foundation of every single scandal the sport has walked itself into over the last two decades",https://www.theglobeandmail.com/sports/article-alex-ovechkin-is-a-new-kind-of-sports-celebrity-a-legacy-maker-that/,2024-04-12T22:01:05Z
Alessandro Del Piero,Euro 2024: Mattia Zaccagni emulates idol Alessandro Del Piero to write his name into Italy folklore,Azzurri qualify for last-16 with last-gasp equaliser against Croatia,https://www.standard.co.uk/sport/football/italy-euro-2024-mattia-zaccagni-alessandro-del-piero-croatia-b1166580.html,2024-06-25T08:57:40Z
Alessandro Del Piero,Tommy Fury leaves Mauricio Pochettino in stitches after Soccer Aid 2024 confusion,"The Soccer Aid 2024 match at Stamford Bridge is being played out in front of a packed crowd as Joe Cole, Eden Hazard, Alessandro Del Piero and Ellen White have all found the back of the net so far.",https://www.manchestereveningnews.co.uk/sport/football/football-news/tommy-fury-leaves-mauricio-pochettino-29323603,2024-06-09T20:01:54Z
Alessandro Del Piero,I won the World Cup and Champions League - but failed Manchester United move scuppered my Premier League dream,Alessandro Del Piero may have enjoyed a career few players could have dreamed of - but he failed to fulfil his dream of playing in the Premier League.,https://talksport.com/football/1912205/alessandro-del-piero-juventus-manchester-united-newcastle/,2024-06-07T18:58:23Z
Alessandro Del Piero,Kate Abdo sparks chaos in CBS studio by announcing Jamie Carragher's replacement,Micah Richards couldn't contain his excitement when he discovered Alessandro Del Piero will replace Jamie Carragher on CBS punditry duties on Wednesda,https://talksport.com/football/1849965/kate-abdo-cbs-jamie-carragher-replacement/,2024-05-01T09:44:56Z
Alessandro Del Piero,The transformative player Gary Neville and Ryan Giggs begged Sir Alex Ferguson to sign at Manchester United,"The Man United icon often got his man in 27 years at Old Trafford but despite multiple attempts, failed to prize Alessandro Del Piero away from Juventus.",https://www.manchestereveningnews.co.uk/sport/football/football-news/manchester-united-ferguson-del-piero-27891619,2023-10-15T06:00:00Z
Alessandro Del Piero,Jamie Carragher leaves studio in hysterics with embarrassing footage of former Man City captain,Jamie Carragher couldn't help but poke fun at Micah Richards when the pair shared a studio with Juventus great Alessandro Del Piero.,https://www.liverpoolecho.co.uk/sport/football/football-news/jamie-carragher-leaves-studio-hysterics-26690942,2023-04-13T15:07:29Z
Alessandro Del Piero,Micah Richards hides his face after he’s ruined on CBS Sports as brutal footage re-emerges of him captaining Man City,"JAMIE CARRAGHER hilariously mocked Micah Richards with a clip of him being roasted by fellow pundit Alessandro Del Piero.Del Piero, 48, joined Carragh",https://www.thesun.ie/sport/football/10538850/micah-richards-man-city-carragher-del-piero/,2023-04-13T09:49:37Z
Alessandro Del Piero,Alessandro Del Piero tips Antonio Conte to stay at ‘great club’ Tottenham despite Juventus links,Juventus legend Alessandro Del Piero has played down suggestions Tottenham manager Antonio Conte could return to the Turin giants.,https://www.standard.co.uk/sport/football/tottenham-latest-news-conte-juventus-2022-b1037609.html,2022-11-04T11:36:51Z
Alessandro Del Piero,Alessandro Del Piero reveals development over Juventus return talks,Juventus and Italy legend Alessandro Del Piero has commented on continued speculation that Tottenham boss Antonio Conte could return to Turin.,https://www.teamtalk.com/tottenham-hotspur/alessandro-del-piero-reveals-development-over-conte-juventus-return-talks,2022-11-04T09:50:09Z
Alessandro Del Piero,Alessandro Del Piero plays down rumours linking Antonio Conte with Juventus,Alessandro Del Piero has played down speculation Tottenham manager Antonio Conte could return to Juventus and insisted his old team-mate still has “a lot of things to do” at his current side.,https://www.belfasttelegraph.co.uk/sport/football/premier-league/alessandro-del-piero-plays-down-rumours-linking-antonio-conte-with-juventus-42118331.html,2022-11-04T00:00:00Z
Paul George,"LA Olympics 2028: Teasing LeBron James & Kyrie Irving Reunion, Paul George Solves USA Basketball's Big Dilemma","Following the Paris Olympics glory, Paul George settled a growing concern in Team USA basketball by teaming up LeBron James and Kyrie Irving",https://www.essentiallysports.com/nba-active-basketball-news-la-olympics-2028-teasing-lebron-james-kyrie-irving-reunion-paul-george-solves-usa-basketball-s-big-dilemma/,2024-08-13T02:13:11Z
Paul George,"“Salty” Paul George Refused Steve Kerr’s Call, Regrets Missing Paris Olympics for One Reason",Paul George reveals the peculiar reason behind his decision to not play for Team USA in this year's Olympic tour.,https://www.essentiallysports.com/nba-active-basketball-news-salty-paul-george-refused-steve-kerrs-call-regrets-missing-paris-olympics-for-one-reason/,2024-08-12T20:28:20Z
Paul George,Paul George & NBA World in Hysteria as Tyrese Haliburton Embarrasses Dad John in Viral Olympics Gold Medal Celebration,"Following the glorious day at the office, Tyrese Haliburton left Paul George and the NBA world in laugh riot with his antics.",https://www.essentiallysports.com/nba-active-basketball-news-paul-george-nba-world-in-hysteria-as-tyrese-haliburton-embarrasses-dad-john-in-viral-olympics-gold-medal-celebration/,2024-08-11T04:33:12Z
